id,name,slug,cashback,birbonus,umico_bonus,categories,cities,installments,max_taksit_month,payment_methods,is_bnpl,has_barcode,phone,website,instagram,facebook,voen,image_url,order,created_at,updated_at,published_at
19617,Lachin Resort & Spa,lachin-resort-and-spa,,,,Otel,,2; 3; 6,,,,,,https://lachinresort.az/en,https://www.instagram.com/lachinresort.spa/,https://www.facebook.com/p/Lachin-Resort-Spa-61572965436807/,6200537731,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Lachin_Resort_and_Spa_b511aea552.png,,2026-02-08T14:26:07.604Z,2026-02-08T14:29:00.415Z,2026-02-08T14:29:00.402Z
17760,Diva Qadın Geyimləri,diva-qadin-geyimleri-1,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:58:53.943Z,2025-05-23T13:16:50.335Z,2023-09-27T12:59:10.295Z
19569,Bakcell İmişli,bakcell-imisli,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/topdancell/,,5500459852,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Bakcell_Imisli_1_1f6b54d8a5.png,,2026-01-26T10:26:01.742Z,2026-01-26T10:28:33.302Z,2026-01-26T10:28:09.774Z
17900,NANO Kompyuter Mağazası,nano-kompyuter-magazasi,2,2,,Kompüter,,,,,,,,,,,,,,2023-10-03T11:17:38.290Z,2025-05-23T13:33:32.021Z,2023-10-03T11:17:39.982Z
17771,Esse Ayaqqabı,esse-ayaqqabi,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T13:35:03.774Z,2025-05-23T13:17:44.543Z,2023-09-27T13:35:15.891Z
17909,Russkiy Stil,russkiy-stil,3,3,,Geyim,,,,,,,,,,,,,,2023-10-03T11:47:24.079Z,2025-05-23T13:38:00.668Z,2023-10-03T11:47:25.577Z
17768,Maimi,maimi,2,2,,Elektronika və Texnika,,,,,,,,,,,,,,2023-09-27T13:27:00.443Z,2025-05-23T13:16:36.351Z,2023-09-27T13:27:03.382Z
17918,Azza Boutıque,azza-boutique,5,5,,Elektronika və Texnika,,,,,,,,,,,,,,2023-10-03T12:37:45.295Z,2025-05-23T12:07:46.251Z,2023-10-03T12:37:47.941Z
17766,Deluxe Brand House,deluxe-brand-house,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T13:20:34.776Z,2025-05-23T13:02:07.729Z,2023-09-27T13:20:36.510Z
17919,Aylas Home,aylas-home,2,2,,Məişət əşyaları,,,,,,,,,,,,,,2023-10-03T12:39:02.139Z,2025-05-23T12:12:43.628Z,2023-10-03T12:39:03.928Z
17763,Ist.Beauty & Brıdal,ist-beauty-and-bridal-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T13:11:33.624Z,2025-05-23T13:14:35.340Z,2023-09-27T13:11:36.552Z
17925,Buta Electronıcs,buta-electronics,5,5,,Elektronika və Texnika,,,,,,,,,,,,,,2023-10-03T13:03:31.658Z,2025-05-23T12:12:58.315Z,2023-10-03T13:03:33.432Z
19617,Lachin Resort & Spa,lachin-resort-and-spa,,,,Otel,,2; 3; 6,,,,,,https://lachinresort.az/en,https://www.instagram.com/lachinresort.spa/,https://www.facebook.com/p/Lachin-Resort-Spa-61572965436807/,6200537731,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Lachin_Resort_and_Spa_b511aea552.png,,2026-02-08T14:26:07.604Z,2026-02-08T14:29:00.415Z,2026-02-08T14:29:00.402Z
17760,Diva Qadın Geyimləri,diva-qadin-geyimleri-1,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:58:53.943Z,2025-05-23T13:16:50.335Z,2023-09-27T12:59:10.295Z
17771,Esse Ayaqqabı,esse-ayaqqabi,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T13:35:03.774Z,2025-05-23T13:17:44.543Z,2023-09-27T13:35:15.891Z
17950,Merinos,Merinos,,,,Ev aksessuarları,,2; 3; 6; 9; 12,,,,,,https://merinos.az/,https://www.instagram.com/merinos_home/,https://www.facebook.com/merinoshomeazerbaijan/,1404779081,,,2023-10-19T06:44:10.730Z,2025-05-22T12:34:10.419Z,2023-10-19T06:44:12.681Z
17768,Maimi,maimi,2,2,,Elektronika və Texnika,,,,,,,,,,,,,,2023-09-27T13:27:00.443Z,2025-05-23T13:16:36.351Z,2023-09-27T13:27:03.382Z
17953,Atlet.az,atlet-az,,,,İdman malları,,2; 3; 6,,,,,,https://www.atlet.az/ ,https://www.instagram.com/atlet.az/ ,,2905249572/1503329732/2304579352/7200744042/3001185302/,,,2023-10-19T07:03:33.836Z,2025-05-22T12:16:06.536Z,2023-10-19T07:03:35.552Z
17766,Deluxe Brand House,deluxe-brand-house,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T13:20:34.776Z,2025-05-23T13:02:07.729Z,2023-09-27T13:20:36.510Z
17763,Ist.Beauty & Brıdal,ist-beauty-and-bridal-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T13:11:33.624Z,2025-05-23T13:14:35.340Z,2023-09-27T13:11:36.552Z
19617,Lachin Resort & Spa,lachin-resort-and-spa,,,,Otel,,2; 3; 6,,,,,,https://lachinresort.az/en,https://www.instagram.com/lachinresort.spa/,https://www.facebook.com/p/Lachin-Resort-Spa-61572965436807/,6200537731,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Lachin_Resort_and_Spa_b511aea552.png,,2026-02-08T14:26:07.604Z,2026-02-08T14:29:00.415Z,2026-02-08T14:29:00.402Z
17968,RINASCIMENTO,rinascimento,2,2,,Geyim,,2; 3; 6,,,,,,,https://www.instagram.com/rinascimento.az/,,1203009852,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Rinascimento_4b2bed0e21.png,,2023-10-19T07:34:51.150Z,2025-05-22T13:17:29.661Z,2023-10-19T07:35:21.244Z
17760,Diva Qadın Geyimləri,diva-qadin-geyimleri-1,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:58:53.943Z,2025-05-23T13:16:50.335Z,2023-09-27T12:59:10.295Z
17759,Autoparts,autoparts-1,2,2,,Avto,,,,,,,,,,,,,,2023-09-27T12:56:54.182Z,2025-05-23T13:16:22.916Z,2023-09-27T12:56:59.989Z
17755,Jadore,jadore-1,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T12:46:26.349Z,2025-05-23T13:15:29.797Z,2023-09-27T12:46:43.243Z
17754,Istanbul Beauty,istanbul-beauty,5,5,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T12:42:48.943Z,2025-05-23T12:27:33.433Z,2023-09-27T12:43:04.040Z
17768,Maimi,maimi,2,2,,Elektronika və Texnika,,,,,,,,,,,,,,2023-09-27T13:27:00.443Z,2025-05-23T13:16:36.351Z,2023-09-27T13:27:03.382Z
17766,Deluxe Brand House,deluxe-brand-house,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T13:20:34.776Z,2025-05-23T13:02:07.729Z,2023-09-27T13:20:36.510Z
17763,Ist.Beauty & Brıdal,ist-beauty-and-bridal-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T13:11:33.624Z,2025-05-23T13:14:35.340Z,2023-09-27T13:11:36.552Z
19617,Lachin Resort & Spa,lachin-resort-and-spa,,,,Otel,,2; 3; 6,,,,,,https://lachinresort.az/en,https://www.instagram.com/lachinresort.spa/,https://www.facebook.com/p/Lachin-Resort-Spa-61572965436807/,6200537731,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/Lachin_Resort_and_Spa_b511aea552.png,,2026-02-08T14:26:07.604Z,2026-02-08T14:29:00.415Z,2026-02-08T14:29:00.402Z
17760,Diva Qadın Geyimləri,diva-qadin-geyimleri-1,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:58:53.943Z,2025-05-23T13:16:50.335Z,2023-09-27T12:59:10.295Z
18028,EMSAN,emsan,,,,Ev aksessuarları,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/emsan_azerbaycan/,,1406901421,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/emsan_b737f22908.jpeg,,2023-10-19T11:04:53.329Z,2026-01-27T07:07:50.154Z,2023-10-19T11:04:55.670Z
17759,Autoparts,autoparts-1,2,2,,Avto,,,,,,,,,,,,,,2023-09-27T12:56:54.182Z,2025-05-23T13:16:22.916Z,2023-09-27T12:56:59.989Z
17755,Jadore,jadore-1,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T12:46:26.349Z,2025-05-23T13:15:29.797Z,2023-09-27T12:46:43.243Z
17754,Istanbul Beauty,istanbul-beauty,5,5,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T12:42:48.943Z,2025-05-23T12:27:33.433Z,2023-09-27T12:43:04.040Z
609,Samsung Galaxy,samsung-galaxy,,,,Elektronika və Texnika,,,,,True,,,,https://www.instagram.com/samsung_galaxxy/,,1904422982,,,,2026-02-10T08:07:05.098Z,2025-10-09T17:51:16.943Z
19627,V.MAX Elektroniks,v-max-elektroniks,,1,,Elektronika və Texnika,,,,,,True,,,,,1305473811,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/V_MAX_Elektroniks_caa8bcc79c.jpg,,2026-02-10T06:25:19.146Z,2026-02-11T12:04:00.967Z,2026-02-11T12:04:00.945Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
17760,Diva Qadın Geyimləri,diva-qadin-geyimleri-1,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:58:53.943Z,2025-05-23T13:16:50.335Z,2023-09-27T12:59:10.295Z
18088,Askona.az,a-1,,,,Mebel,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/askona_az/?roistat_visit=300052,,2008527051,,,2023-10-19T14:58:43.671Z,2026-01-27T06:59:29.071Z,2023-10-19T14:58:45.531Z
17759,Autoparts,autoparts-1,2,2,,Avto,,,,,,,,,,,,,,2023-09-27T12:56:54.182Z,2025-05-23T13:16:22.916Z,2023-09-27T12:56:59.989Z
17755,Jadore,jadore-1,3,3,,Geyim,,,,,,,,,,,,,,2023-09-27T12:46:26.349Z,2025-05-23T13:15:29.797Z,2023-09-27T12:46:43.243Z
17754,Istanbul Beauty,istanbul-beauty,5,5,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T12:42:48.943Z,2025-05-23T12:27:33.433Z,2023-09-27T12:43:04.040Z
18090,Region Store,region-store,,,,İnşaat materialları,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/region_store?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.facebook.com/share/15wV4Smgin/?mibextid=wwXIfr,6001044551,,,2023-10-19T15:04:48.701Z,2026-01-16T13:35:42.131Z,2023-10-19T15:04:50.610Z
609,Samsung Galaxy,samsung-galaxy,,,,Elektronika və Texnika,,,,,True,,,,https://www.instagram.com/samsung_galaxxy/,,1904422982,,,,2026-02-10T08:07:05.098Z,2025-10-09T17:51:16.943Z
19627,V.MAX Elektroniks,v-max-elektroniks,,1,,Elektronika və Texnika,,,,,,True,,,,,1305473811,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/V_MAX_Elektroniks_caa8bcc79c.jpg,,2026-02-10T06:25:19.146Z,2026-02-11T12:04:00.967Z,2026-02-11T12:04:00.945Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
18108,Telefon Dunyası,telefon-dunyasi,,,,Elektronika və Texnika,,2; 3; 6; 9; 12; 18,,,,,,,https://www.instagram.com/zaqatala.samsung/,,5100458052,,,2023-10-19T15:40:44.260Z,2026-01-23T12:52:13.403Z,2023-10-19T15:40:46.106Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
17754,Istanbul Beauty,istanbul-beauty,5,5,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T12:42:48.943Z,2025-05-23T12:27:33.433Z,2023-09-27T12:43:04.040Z
18128,Markoff,markoff,,,,Geyim,,2,,,,,,,https://www.instagram.com/markoff.moda?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,1007105892,,,2023-10-19T17:27:45.285Z,2026-01-27T10:44:01.319Z,2023-10-19T17:27:46.730Z
609,Samsung Galaxy,samsung-galaxy,,,,Elektronika və Texnika,,,,,True,,,,https://www.instagram.com/samsung_galaxxy/,,1904422982,,,,2026-02-10T08:07:05.098Z,2025-10-09T17:51:16.943Z
18144,WWW.PANDORASHOP.AZ,pando-1,,,,Zinət əşyaları,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/pandora__azerbaijan/?hl=en ,,1400930441,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/pandora_d308d2ef0f.png,,2023-10-19T17:50:17.040Z,2025-05-22T13:16:41.004Z,2023-10-19T17:50:19.025Z
19627,V.MAX Elektroniks,v-max-elektroniks,,1,,Elektronika və Texnika,,,,,,True,,,,,1305473811,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/V_MAX_Elektroniks_caa8bcc79c.jpg,,2026-02-10T06:25:19.146Z,2026-02-11T12:04:00.967Z,2026-02-11T12:04:00.945Z
18154,Rodrigo.,rodrigo,,,,Geyim,,2; 3,,,,,,,https://www.instagram.com/rodrigoazerbaijan/,,1502626541,,,2023-10-19T18:28:48.779Z,2026-01-16T13:47:11.361Z,2023-10-19T18:28:50.865Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
18169,Next Mobile,next-mobile,,2,,Elektronika və Texnika,,2; 3; 6; 9; 12; 18,,,,,,,https://www.instagram.com/nextmobile_baku/,,1007195322,,,2023-10-19T19:11:09.102Z,2025-05-23T11:45:13.432Z,2023-10-19T19:11:10.647Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
17749,IQ Mekteb ve Ofıs Levaz,iq-mekteb-ve-ofis-levaz,2,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,,,,,,,,,2023-09-27T06:23:00.094Z,2025-05-23T12:05:58.578Z,2023-09-27T06:23:14.210Z
17748,Mama Nakormıla,mama-nakormila,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:20:40.470Z,2025-05-23T13:13:01.636Z,2023-09-27T06:20:42.530Z
19627,V.MAX Elektroniks,v-max-elektroniks,,1,,Elektronika və Texnika,,,,,,True,,,,,1305473811,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/V_MAX_Elektroniks_caa8bcc79c.jpg,,2026-02-10T06:25:19.146Z,2026-02-11T12:04:00.967Z,2026-02-11T12:04:00.945Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
17956,Al Mobile,al-mobile,,,,Elektronika və Texnika,,2; 3; 6; 9,,,,,,,https://www.instagram.com/telefon_almobile/,,4101904212,,,2023-10-19T07:11:20.914Z,2025-10-08T06:34:20.307Z,2023-10-19T07:11:22.716Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
17749,IQ Mekteb ve Ofıs Levaz,iq-mekteb-ve-ofis-levaz,2,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,,,,,,,,,2023-09-27T06:23:00.094Z,2025-05-23T12:05:58.578Z,2023-09-27T06:23:14.210Z
17748,Mama Nakormıla,mama-nakormila,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:20:40.470Z,2025-05-23T13:13:01.636Z,2023-09-27T06:20:42.530Z
19616,BAMBI,bambi,,,,Mebel,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/bambi_yatak_azerbaycan/,,1500309181,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bambi_yatak_seeklogo_8173c3b9a3.png,,2026-02-06T13:38:22.640Z,2026-02-06T13:38:23.883Z,2026-02-06T13:38:23.874Z
17747,Fıtnes Merkezı,fitnes-merkezi,2,2,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:17:00.574Z,2025-05-23T13:12:49.559Z,2023-09-27T06:17:34.488Z
452,Metro Aptek,metro-aptek,,1,,Aptek və optika,,,,,,True,,,,,1701688171,,,,,2025-10-09T17:51:16.943Z
17746,Soloha,soloha,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:14:55.769Z,2025-05-23T13:12:08.457Z,2023-09-27T06:14:57.156Z
17744,Euromed Tıbb Merkezı,euromed-tibb-merkezi-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:06:15.354Z,2025-05-23T13:11:51.531Z,2023-09-27T06:07:53.732Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
7,A&N Optika,a-n-optika,,10,,Aptek və optika,,,,,,True,,,https://www.instagram.com/an_optika/,,4100654352,,,,,2025-10-09T17:51:16.943Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
13,AG Triko,ag-triko,,2,,Geyim,,,,,,True,,,https://www.instagram.com/a.g.triko/,,3105355401,,,,,2025-10-09T17:51:16.943Z
17749,IQ Mekteb ve Ofıs Levaz,iq-mekteb-ve-ofis-levaz,2,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,,,,,,,,,2023-09-27T06:23:00.094Z,2025-05-23T12:05:58.578Z,2023-09-27T06:23:14.210Z
19,Alo Mobile,alo-mobile,,2,,Elektronika və Texnika,,,,,,True,,,https://www.instagram.com/alo_mobile_ucar/,,7400127212,,,,,2025-10-09T17:51:16.943Z
17748,Mama Nakormıla,mama-nakormila,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:20:40.470Z,2025-05-23T13:13:01.636Z,2023-09-27T06:20:42.530Z
19616,BAMBI,bambi,,,,Mebel,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/bambi_yatak_azerbaycan/,,1500309181,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bambi_yatak_seeklogo_8173c3b9a3.png,,2026-02-06T13:38:22.640Z,2026-02-06T13:38:23.883Z,2026-02-06T13:38:23.874Z
17747,Fıtnes Merkezı,fitnes-merkezi,2,2,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:17:00.574Z,2025-05-23T13:12:49.559Z,2023-09-27T06:17:34.488Z
26,Amor Parfum,amor-parfum,,4,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/amorparffum?igsh=MW1zZXN0c2Myanl0cQ==,,201181332,,,,,2025-10-09T17:51:16.943Z
17746,Soloha,soloha,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:14:55.769Z,2025-05-23T13:12:08.457Z,2023-09-27T06:14:57.156Z
17744,Euromed Tıbb Merkezı,euromed-tibb-merkezi-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:06:15.354Z,2025-05-23T13:11:51.531Z,2023-09-27T06:07:53.732Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
36,April Cosmetics,april-cosmetics,,2,,Parfümeriya və Kosmetika,,,,,,True,,,https://www.instagram.com/_april_cosmetics_/,,1008177622,,,,,2025-10-09T17:51:16.943Z
17749,IQ Mekteb ve Ofıs Levaz,iq-mekteb-ve-ofis-levaz,2,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,,,,,,,,,2023-09-27T06:23:00.094Z,2025-05-23T12:05:58.578Z,2023-09-27T06:23:14.210Z
40,Aptek Depo 451,aptek-depo-451,,1,,Aptek və optika,,,,,,True,,,,,1701688171,,,,,2025-10-09T17:51:16.943Z
17748,Mama Nakormıla,mama-nakormila,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:20:40.470Z,2025-05-23T13:13:01.636Z,2023-09-27T06:20:42.530Z
47,Art Style Coffee Italy,art-style-coffee-italy,,4,,Restoran,,,,,,True,,,,,1906019711,,,,,2025-10-09T17:51:16.943Z
19616,BAMBI,bambi,,,,Mebel,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/bambi_yatak_azerbaycan/,,1500309181,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bambi_yatak_seeklogo_8173c3b9a3.png,,2026-02-06T13:38:22.640Z,2026-02-06T13:38:23.883Z,2026-02-06T13:38:23.874Z
52,Atlant Electronics Şirvan,atlant-electronics-sirvan,,2,,Elektronika və Texnika,,,,,,True,,,,,2100286002,,,,,2025-10-09T17:51:16.943Z
17747,Fıtnes Merkezı,fitnes-merkezi,2,2,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:17:00.574Z,2025-05-23T13:12:49.559Z,2023-09-27T06:17:34.488Z
54,Avaz Eşitmə və Nitq Mərkəzi,avaz-esitme-ve-nitq-merkezi,,3,,Tibb,,,,,,True,,,,,1902989141,,,,,2025-10-09T17:51:16.943Z
17746,Soloha,soloha,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:14:55.769Z,2025-05-23T13:12:08.457Z,2023-09-27T06:14:57.156Z
17744,Euromed Tıbb Merkezı,euromed-tibb-merkezi-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:06:15.354Z,2025-05-23T13:11:51.531Z,2023-09-27T06:07:53.732Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
65,Avto Universal,avto-universal,,2,,Avto,,,,,,True,,,https://www.instagram.com/avtouniversal.gence/,,1006987752,,,,,2025-10-09T17:51:16.943Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
17749,IQ Mekteb ve Ofıs Levaz,iq-mekteb-ve-ofis-levaz,2,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,,,,,,,,,2023-09-27T06:23:00.094Z,2025-05-23T12:05:58.578Z,2023-09-27T06:23:14.210Z
146,Cat Watch 2,cat-watch-2,,5,,Saat və aksesuarlar,,,,,,True,,,https://www.instagram.com/catwatchaz/,,7100450212,,,,,2025-10-09T17:51:16.943Z
17748,Mama Nakormıla,mama-nakormila,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:20:40.470Z,2025-05-23T13:13:01.636Z,2023-09-27T06:20:42.530Z
19616,BAMBI,bambi,,,,Mebel,,2; 3; 6; 9; 12,,,,,,,https://www.instagram.com/bambi_yatak_azerbaycan/,,1500309181,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bambi_yatak_seeklogo_8173c3b9a3.png,,2026-02-06T13:38:22.640Z,2026-02-06T13:38:23.883Z,2026-02-06T13:38:23.874Z
17747,Fıtnes Merkezı,fitnes-merkezi,2,2,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:17:00.574Z,2025-05-23T13:12:49.559Z,2023-09-27T06:17:34.488Z
77,AZDO,azdo,,3,,Digər,,,,,,True,,https://azdo.az/az-Latn/,,,1504360601,,,,,2025-10-09T17:51:16.943Z
17746,Soloha,soloha,2,2,,Restoran,,,,,,,,,,,,,,2023-09-27T06:14:55.769Z,2025-05-23T13:12:08.457Z,2023-09-27T06:14:57.156Z
17744,Euromed Tıbb Merkezı,euromed-tibb-merkezi-1,3,3,,Gözəllik salonu və sağlamlıq mərkəzi,,,,,,,,,,,,,,2023-09-27T06:06:15.354Z,2025-05-23T13:11:51.531Z,2023-09-27T06:07:53.732Z
19550,Bookmart,bookmart,,2,,Kitab və Dəftərxana Ləvazimatları,,,,,,True,,https://bookmart.az/,https://www.instagram.com/bookmart.az/,,2601632082,https://strapi-aws-s3-images-bucket-kb.s3.eu-central-1.amazonaws.com/bookmart_az_1601712042.jpg,,2026-01-21T06:17:23.941Z,2026-01-22T06:02:54.015Z,2026-01-22T06:02:53.955Z
88,Baku Roses,baku-roses,,2,,Güllər və hədiyyələr,,,,,,True,,,https://www.instagram.com/baku.roses/,,1904432382,,,,,2025-10-09T17:51:16.943Z
17752,Cehızchı,cehizchi-1,2,2,,Tekstil,,,,,,,,,,,,,,2023-09-27T12:38:28.977Z,2025-05-23T13:15:01.927Z,2023-09-27T12:38:56.903Z
17751,By Fıe,by-fie,2,2,,Geyim,,,,,,,,,,,,,,2023-09-27T12:26:21.836Z,2025-05-23T13:13:42.522Z,2023-09-27T12:26:23.305Z
