id,name_az,name_en,name_ru,description_az,description_en,description_ru,phone_number,site_url,cashback,category_id,category_az,category_en,category_ru,social_medias,cities_count,taksits,icon_url,logo_url,status,order_number,is_new,at_home,popularity,hidden,insert_date,branches_count,home_no,whatsapp_link
6055,Bee Gross,Bee Gross,Bee Gross,,,,(012) 597 39 09,,0.0,201,Supermarket,Supermarket,Supermarket,facebook:https://www.facebook.com/p/Bee-Gross-100063899469862/,1,1,,,True,75,False,,2,False,,0,,
6058,Bestcomp,Bestcomp,Bestcomp,,,,"(012) 436 30 46, (012) 436 29 61",https://bestel.az/,3.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/bestel.az/; instagram:https://www.instagram.com/bestel.az/,1,1; 3; 6; 12,,,True,78,False,,2,False,,0,,
6067,Botelli,Botelli,Botelli,,,,(055) 333 48 63,,2.0,181,Geyim,Geyim,Geyim,instagram:https://www.instagram.com/bottelli.az/?hl=en,1,1,,,True,87,False,,2,False,,0,,
6081,Bytelecom.Az,Bytelecom.Az,Bytelecom.Az,,,,*2777,https://bytelecom.az/,0.0,191,İnternet mağaza,İnternet mağaza,İnternet mağaza,facebook:https://www.facebook.com/bytelecom.baku/; instagram:https://www.instagram.com/bytelecom/,1,1; 3; 6; 9; 12; 18; 24,,,True,101,False,,2,False,,0,,
6084,Calvin Klein,Calvin Klein,Calvin Klein,,,,*0114,https://mybrands.az/men/clothing-1/calvin-klein-1,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/mybrands.az/; instagram:https://www.instagram.com/mybrands.az/?hl=en,1,1; 3; 6,,,True,104,False,,2,False,,0,,
6097,Coccineli,Coccineli,Coccineli,,,,"(012) 598 71 65, (050) 275 93 78",,0.0,181,Geyim,Geyim,Geyim,instagram:https://www.instagram.com/coccinelle.baku/?hl=en,1,1; 3; 6,,,True,117,False,,2,False,,0,,
6098,Coffeemania,Coffeemania,Coffeemania,,,,(050) 260 80 40,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,facebook:https://www.facebook.com/CoffeemaniaAZ/; instagram:https://www.instagram.com/coffeemaniaaz/?hl=en,1,1,,,True,118,False,,2,False,,0,,
6099,Coin Casa,Coin Casa,Coin Casa,,,,"(012) 599 15 55 , (051) 599 15 55",https://catalog.italdizain.az/kataloq/brands/coincasa/,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,facebook:https://www.facebook.com/CoincasaForIdea/; instagram:https://www.instagram.com/coincasa_azerbaijan/?hl=en,1,1; 2; 3; 6; 12,,,True,119,False,,2,False,,0,,
6109,D&P,D&P,D&P,,,,(050) 809 59 59,,0.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,facebook:https://www.facebook.com/dp.perfumum.aze/; instagram:https://www.instagram.com/dp.perfumum.azerbaijan/?hl=en,1,1; 3; 6; 12,,,True,129,False,,2,False,,0,,
6125,Dosttech,Dosttech,Dosttech,,,,*1221,,3.0,182,Elektronika,Elektronika,Elektronika,,1,1; 3; 6; 12,,,True,145,False,,2,False,,0,,
6157,Eurolux,Eurolux,Eurolux,,,,*3388,https://eurolux.az/,0.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/www.eurolux.az/; instagram:https://www.instagram.com/eurolux.az/,3,1; 2; 3; 6; 9; 12; 18; 24,,,True,177,False,,2,False,,0,,
6167,Əli Və Nino,Əli Və Nino,Əli Və Nino,,,,(012) 404 88 17,,0.0,192,Dəftərxana,Dəftərxana,Dəftərxana,,2,1,,,True,187,False,,2,False,,0,,
6183,Forte Fashion,Forte Fashion,Forte Fashion,,,,"(050) 369 00 60, (018) 654 33 63",http://forte.az/,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/ForteFashionKids/; instagram:https://www.instagram.com/forte_fashion_/?hl=en,2,1; 3; 6,,,True,203,False,,2,False,,0,,
6184,Forte Kids,Forte Kids,Forte Kids,,,,"(050) 369 00 60, (018) 654 33 63",http://forte.az/,0.0,198,Uşaqlar üçün,Uşaqlar üçün,Uşaqlar üçün,facebook:https://www.facebook.com/ForteFashionKids/; instagram:https://www.instagram.com/forte_kids_/?hl=en,1,1; 3; 6,,,True,204,False,,2,False,,0,,
6202,Golden Rose,Golden Rose,Golden Rose,,,,(012) 599 15 34,,0.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,,3,1,,,True,222,False,,2,False,,0,,
6207,G-Shock,G-Shock,G-Shock,,,,(055) 709 89 89,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,,2,1; 3; 6; 12,,,True,227,False,,2,False,,0,,
6222,Homme,Homme,Homme,,,,(051) 207 97 72,https://www.hom-me.com/,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,facebook:https://www.facebook.com/hommebaku; instagram:https://www.instagram.com/hommebaku,2,1; 3; 6; 12,,,True,242,False,,2,False,,0,,
6267,Kelebek,Kelebek,Kelebek,,,,"(012) 564 22 60,  (055) 909 53 32",,2.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/kelebekbaku1935/; instagram:https://www.instagram.com/kelebek.az/?hl=en,1,1; 2; 3; 6; 9; 12,,,True,287,False,,2,False,,0,,
6304,Las Vegas,Las Vegas,Las Vegas,,,,(051) 311 11 40,,0.0,181,Geyim,Geyim,Geyim,,1,1; 2; 3; 6,,,True,324,False,,2,False,,0,,
6318,Liu Jo,Liu Jo,Liu Jo,,,,"(012) 404 88 63, (050) 251 51 86",https://mybrands.az/zenshhiny/odezda/liu-jo-2,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/mybrands.az/; instagram:https://www.instagram.com/mybrands.az/?hl=en,1,1; 3; 6,,,True,338,False,,2,False,,0,,
6321,L'Occitane,L'Occitane,L'Occitane,,,,(055) 551 76 23,https://az.loccitane.com/,0.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,facebook:https://www.facebook.com/LOCCITANE-en-Provence-378534622536489/; instagram:https://www.instagram.com/loccitane_aze/,1,1,,,True,341,False,,2,False,,0,,
6323,Longines,Longines,Longines,,,,(024) 244 41 74,https://www.vmf.az/,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,facebook:https://www.facebook.com/vmf.onlayn; instagram:https://www.instagram.com/vmfonline.az/,2,1; 3; 6; 12; 18,,,True,343,False,,2,False,,0,,
6329,Lucky Art,Lucky Art,Lucky Art,,,,"(055) 410 11 20 , (055) 910 11 20",,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,,1,1; 2; 3; 6,,,True,349,False,,2,False,,0,,
6333,Madeyra,Madeyra,Madeyra,,,,*9696,,0.0,188,Mebel,Mebel,Mebel,,5,1; 3; 6; 12,,,True,353,False,,2,False,,0,,
6343,Marquise,Marquise,Marquise,,,,(055) 231 77 67,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,,1,1,,,True,363,False,,2,False,,0,,
6365,Miniso,Miniso,Miniso,,,,(050) 505 17 00 ,,0.0,206,Digər,Digər,Digər,,1,1; 3; 6,,,True,385,False,,2,False,,0,,
6378,Monsoon,Monsoon,Monsoon,,,,(050) 275 93 27,https://mybrands.az/women/accessories-bags-1/monsoon-accessorize-1,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/mybrands.az/; instagram:https://www.instagram.com/monsoon.accessorize_baku/?hl=en,1,1; 3; 6,,,True,398,False,,2,False,,0,,
6387,My Shops,My Shops,My Shops,,,,,https://myshops.az/,2.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/myshops.az/; instagram:https://www.instagram.com/myshops_az/,2,1; 3; 6; 12; 18; 24,,,True,407,False,,2,False,,0,,
6393,Narıncı Shop,Narıncı Shop,Narıncı Shop,,,,(050) 550 19 93,,9.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,,1,1; 3; 6,,,True,413,False,,2,False,,0,,
6399,Nike,Nike,Nike,,,,(012) 599 19 33,,0.0,194,İdman malları,İdman malları,İdman malları,,1,1,,,True,419,False,,2,False,,0,,
6403,Note Cosmetics,Note Cosmetics,Note Cosmetics,,,,(055) 414 03 41,,0.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,,1,1,,,True,423,False,,2,False,,0,,
6408,Nyx,Nyx,Nyx,,,,(012) 970,,2.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,,1,1; 3; 6,,,True,428,False,,2,False,,0,,
6416,Orxideya,Orxideya,Orxideya,,,,(050) 850 55 33,,0.0,181,Geyim,Geyim,Geyim,,1,1,,,True,436,False,,2,False,,0,,
6419,Ovs,Ovs,Ovs,,,,(050) 275 84 73,,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6,,,True,439,False,,2,False,,0,,
6421,Pablosky,Pablosky,Pablosky,,,,"(012) 404 88 39, (050) 275 84 66",https://mybrands.az/kids/boy/shoes-1/pablosky-1,0.0,185,Ayaqqabı,Ayaqqabı,Ayaqqabı,facebook:https://www.facebook.com/mybrands.az/; instagram:https://www.instagram.com/pablosky.baku/?hl=en,1,1; 3; 6,,,True,441,False,,2,False,,0,,
6430,Perla Mebel,Perla Mebel,Perla Mebel,,,,(012) 918,https://perla.az/,0.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/MebelPerla; instagram:https://www.instagram.com/perla.mebel/,12,1; 3; 6; 9; 12; 18,,,True,450,False,,2,False,,0,,
6431,Perspective,Perspective,Perspective,,,,(070) 770 31 13,,0.0,181,Geyim,Geyim,Geyim,,1,1; 2; 3; 6,,,True,451,False,,2,False,,0,,
6433,Phardi,Phardi,Phardi,,,,(051) 311 33 32,,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/phardi.baku/; instagram:https://www.instagram.com/phardi_baku/?hl=en,2,1; 3; 6,,,True,453,False,,2,False,,0,,
6435,Piero Paul,Piero Paul,Piero Paul,,,,(012) 555 04 99,,0.0,181,Geyim,Geyim,Geyim,instagram:https://www.instagram.com/piero_paul/?hl=en,2,1; 3; 6,,,True,455,False,,2,False,,0,,
6436,Pink,Pink,Pink,,,,(012) 599 15 12,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,instagram:https://www.instagram.com/pink_accessories_baku/,1,1,,,True,456,False,,2,False,,0,,
6439,Pizza Bruno,Pizza Bruno,Pizza Bruno,,,,(055) 225 01 92,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,,1,1,,,True,459,False,,2,False,,0,,
6440,Pizza İnn,Pizza İnn,Pizza İnn,,,,*9777,https://pizzainn.az/restaurants/153,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,facebook:https://www.facebook.com/PizzaInnBaku/; instagram:https://www.instagram.com/pizzainnbaku/?hl=en,1,1,,,True,460,False,,2,False,,0,,
6450,Puma,Puma,Puma,,,,(050) 210 96 64,,0.0,194,İdman malları,İdman malları,İdman malları,,1,1; 2; 3; 6,,,True,470,False,,2,False,,0,,
6453,Ramsey London,Ramsey London,Ramsey London,,,,(012) 493 76 24,,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6,,,True,473,False,,2,False,,0,,
6470,Ruby 360,Ruby 360,Ruby 360,,,,"(077) 605 25 25 , (099) 615 25 25",https://ruby360.az/,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,facebook:https://www.facebook.com/p/Ruby360-Baku-100085929361882/; instagram:https://www.instagram.com/ruby360baku/?hl=en,1,1,,,True,490,False,,2,False,,0,,
6471,Runex.Az,Runex.Az,Runex.Az,,,,(055) 305 08 06,https://runex.az/,3.0,206,Digər,Digər,Digər,facebook:https://www.facebook.com/runex.az/; instagram:https://www.instagram.com/runex.az/,1,1,,,True,491,False,,2,False,,0,,
6486,Second Cup,Second Cup,Second Cup,,,,(050) 251 51 80,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,,1,1,,,True,506,False,,2,False,,0,,
6487,Sel Home,Sel Home,Sel Home,,,,(055) 647 82 06,https://www.selhome.az/Bakim.aspx,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,facebook:https://www.facebook.com/selhome/; instagram:https://www.instagram.com/selhome/,1,1,,,True,507,False,,2,False,,0,,
6495,Shine Accessories,Shine Accessories,Shine Accessories,,,,(055) 946 76 77,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,,1,1,,,True,515,False,,2,False,,0,,
6497,Siberian Wellness,Siberian Wellness,Siberian Wellness,,,,(070) 377 90 08,,0.0,193,Aptek və Optika,Aptek və Optika,Aptek və Optika,,1,1,,,True,517,False,,2,False,,0,,
6501,Sisley,Sisley,Sisley,,,,(050) 275 93 14,https://mybrands.az/men/clothing-1/sisley-1,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/mybrands.az/; instagram:https://www.instagram.com/sisley.baku/,1,1; 3; 6,,,True,521,False,,2,False,,0,,
6503,Skechers,Skechers,Skechers,,,,"(012) 599 19 69 , (051) 215 89 12",,0.0,194,İdman malları,İdman malları,İdman malları,facebook:https://www.facebook.com/Skechers.az/; instagram:https://www.instagram.com/skechers.official.az/?hl=en,1,1,,,True,523,False,,2,False,,0,,
6506,Smart Electronics,Smart Electronics,Smart Electronics,,,,*2999,https://smartelectronics.az/,5.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/smartel.az/; instagram:https://www.instagram.com/smartelectronics.azerbaijan/?hl=en,3,1; 3; 6; 12; 18; 24,,,True,526,False,,2,False,,0,,
6509,Soliton,Soliton,Soliton,,,,(012) 180,https://www.soliton.az/,0.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/solitonmagazalari/; instagram:https://www.instagram.com/soliton_magazalari/,4,1; 6; 12; 18; 24,,,True,529,False,,2,False,,0,,
6520,Suwen,Suwen,Suwen,,,,,https://mybrands.az/men/clothing-1/united-colors-of-benetton-1,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/BenettonBaku/; instagram:https://www.instagram.com/suwen_baku/,1,1; 3; 6,,,True,540,True,,2,False,,0,,
6530,Texnohome,Texnohome,Texnohome,,,,(055) 200 35 02,,2.0,182,Elektronika,Elektronika,Elektronika,,1,1; 2; 3; 6; 12,,,True,550,False,,2,False,,0,,
6542,Tissot,Tissot,Tissot,,,,(012) 493 16 96,https://www.vmf.az/,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,facebook:https://www.facebook.com/vmf.onlayn; instagram:https://www.instagram.com/vmfonline.az/,2,1; 3; 6; 12; 18,,,True,562,False,,2,False,,0,,
6547,Toppart,Toppart,Toppart,,,,(051) 277 37 50,https://toppart.az/,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",facebook:https://www.facebook.com/Hyundaiazerbaijan_eh-102270865378904; instagram:https://www.instagram.com/hyundaiazerbaijan_eh/,2,1; 3; 6; 9,,,True,567,False,,2,False,,0,,
6572,Villeroy Boch,Villeroy Boch,Villeroy Boch,,,,(012) 510 91 26,https://italdizain.az/en/brands/villeroy-boch,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,facebook:https://www.facebook.com/villeroybochbaku/; instagram:https://www.instagram.com/villeroyboch_azerbaijan/,1,1; 2; 3; 6; 12,,,True,592,False,,2,False,,0,,
6581,Wentto,Wentto,Wentto,,,,(012) 965,https://wentto.az/,5.0,182,Elektronika,Elektronika,Elektronika,facebook:https://facebook.com/wentto.az; instagram:https://instagram.com/wentto.az,3,1; 3; 6; 12; 18,,,True,601,False,,2,False,,0,,
6625,ZZ Accessorize,ZZ Accessorize,ZZ Accessorize,,,,(051) 648 72 48,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,instagram:https://www.instagram.com/zzaccessorize/?hl=en,1,1; 3; 6,,,True,645,False,,2,False,,0,,
63,TT silver,TT silver,TT silver,Keşbek yalnız Bank of Baku POS-terminalları ilə ödəniş zamanı hesablanır.,Cashback is calculated only when paying with Bank of Baku POS-terminals.,Кэшбэк начисляется только при оплате через POS-терминалы Bank of Baku.,(077) 559 99 55,,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,,1,1; 3; 6; 9; 12,,,True,657,False,,2,False,,0,,
76,Cheers,Cheers,Cheers,,,,(051) 523 67 61,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,instagram:https://www.instagram.com/cheerscafebaku?igsh=czY0MWU1NHlvODY0,1,1,,,True,670,False,,2,False,,0,,
121,Panda kids,Panda kids,Panda kids,,,,,,0.0,198,Uşaqlar üçün,Uşaqlar üçün,Uşaqlar üçün,,1,1; 2; 3; 6; 9; 12,,,True,693,False,,2,False,,0,,
122,Larins,Larins,Larins,,,,,,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6; 9,,,True,694,False,,2,False,,0,,
123,Günel ticarət mərkəzi,Günel ticarət mərkəzi,Günel ticarət mərkəzi,,,,,,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6,,,True,695,False,,2,False,,0,,
128,RE-TAŞ İnşaat,RE-TAŞ İnşaat,RE-TAŞ İnşaat,,,,,,0.0,195,Təmir və tikinti,Təmir və tikinti,Təmir və tikinti,,1,1; 3; 6; 12; 18,,,True,700,False,,2,False,,0,,
129,BATA,BATA,BATA,,,,,,0.0,185,Ayaqqabı,Ayaqqabı,Ayaqqabı,,1,1; 2; 3,,,True,701,False,,2,False,,0,,
5981,020 Avto Star,020 Avto Star,020 Avto Star,,,,,,7.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6; 12; 18; 24,,,True,1,False,,3,False,,0,,
5982,22 Century,22 Century,22 Century,,,,"(012) 409 23 27 , (018) 658 01 50",,0.0,186,Tibb və Sağlamlıq,Tibb və Sağlamlıq,Tibb və Sağlamlıq,,1,1; 3; 6,,,True,2,False,,3,False,,0,,
5983,28 Avto,28 Avto,28 Avto,,,,,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 2; 3,,,True,3,False,,3,False,,0,,
5984,5 Doors,5 Doors,5 Doors,,,,(050) 260 40 20,https://5doors.az/,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,facebook:https://www.facebook.com/doorsfive/; instagram:https://www.instagram.com/FIVEDOORSBAKU/,1,1,,,True,4,False,,3,False,,0,,
5985,777 İnşaat,777 İnşaat,777 İnşaat,,,,(070) 216 04 44,,0.0,195,Təmir və tikinti,Təmir və tikinti,Təmir və tikinti,,1,1,,,True,5,False,,3,False,,0,,
5986,848 Cars,848 Cars,848 Cars,,,,,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,6,False,,3,False,,0,,
5987,A4,A4,A4,,,,(055) 948 80 26,,0.0,192,Dəftərxana,Dəftərxana,Dəftərxana,,1,1,,,True,7,False,,3,False,,0,,
5988,Abidə İnşaat,Abidə İnşaat,Abidə İnşaat,,,,(025) 255 15 35,,0.0,195,Təmir və tikinti,Təmir və tikinti,Təmir və tikinti,,1,3; 6; 12,,,True,8,False,,3,False,,0,,
5990,Aden,Aden,Aden,,,,"(050) 553 14 53 , (012) 498 58 98",https://www.adenkirtasiye.com/,6.0,192,Dəftərxana,Dəftərxana,Dəftərxana,facebook:https://www.facebook.com/adenkirtasiye/; instagram:https://www.instagram.com/adenkirtasiye/?hl=en,1,1,,,True,10,False,,3,False,,0,,
5993,Adres,Adres,Adres,,,,"(055) 300 30 60 , (055) 676 00 42",,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6,,,True,13,False,,3,False,,0,,
5994,Af Telecom,Af Telecom,Af Telecom,,,,(050) 556 56 97,,0.0,197,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,,1,1,,,True,14,False,,3,False,,0,,
5995,Axioma,Axioma,Axioma,,,,(055) 594 28 29,,0.0,181,Geyim,Geyim,Geyim,,1,1,,,True,15,False,,3,False,,0,,
5996,Ailas Group,Ailas Group,Ailas Group,,,,(055) 333 20 80,,10.0,188,Mebel,Mebel,Mebel,,1,1; 3; 6; 12,,,True,16,False,,3,False,,0,,
5997,Ailemelectronics.Az,Ailemelectronics.Az,Ailemelectronics.Az,,,,"(070) 225 35 48, (012) 541 59 92",https://www.ailemelectronics.az/,0.0,191,İnternet mağaza,İnternet mağaza,İnternet mağaza,facebook:https://www.facebook.com/ailemelectronics.az/; instagram:https://www.instagram.com/ailemelectronics.az,1,1; 3; 6; 9; 12; 18; 24,,,True,17,False,,3,False,,0,,
5998,Ailəm Electronics,Ailəm Electronics,Ailəm Electronics,,,,"(070) 225 35 48, (012) 541 59 92",https://www.ailemelectronics.az/,3.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/ailemelectronics.az/; instagram:https://www.instagram.com/ailemelectronics.az,1,1; 3; 6; 9; 12; 18; 24,,,True,18,False,,3,False,,0,,
5999,Airtrips.Az,Airtrips.Az,Airtrips.Az,,,,(012) 505 87 47,https://airtrips.az/,0.0,189,Turizm,Turizm,Turizm,,1,3; 6; 12,,,True,19,False,,3,False,,0,,
6001,Akasiya Parfum,Akasiya Parfum,Akasiya Parfum,,,,,,0.0,184,Parfümeriya və kosmetika,Parfümeriya və kosmetika,Parfümeriya və kosmetika,,1,1; 3; 6,,,True,21,False,,3,False,,0,,
6003,Albano Moda,Albano Moda,Albano Moda,,,,(012) 492 19 53,,0.0,185,Ayaqqabı,Ayaqqabı,Ayaqqabı,,1,1; 3; 6,,,True,23,False,,3,False,,0,,
6004,Alident,Alident,Alident,,,,(055) 266 65 05 ,,5.0,186,Tibb və Sağlamlıq,Tibb və Sağlamlıq,Tibb və Sağlamlıq,,1,1; 3; 6,,,True,24,False,,3,False,,0,,
6007,Ambiance,Ambiance,Ambiance,,,,(012) 498 62 94,,0.0,190,Ev aksessuarları,Ev aksessuarları,Ev aksessuarları,,1,1; 2; 3; 6; 12,,,True,27,False,,3,False,,0,,
6008,Anadolu,Anadolu,Anadolu,,,,(012) 498 09 01,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,,1,1,,,True,28,False,,3,False,,0,,
6009,Anka Kids,Anka Kids,Anka Kids,,,,,,0.0,198,Uşaqlar üçün,Uşaqlar üçün,Uşaqlar üçün,,2,1; 3; 6,,,True,29,True,,3,False,,0,,
6010,Area Mebel,Area Mebel,Area Mebel,,,,,https://www.soliton.az/,0.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/solitonmagazalari/; instagram:https://www.instagram.com/soliton_magazalari/,1,1; 6; 12; 18; 24,,,True,30,True,,3,False,,0,,
6011,Aria Baku,Aria Baku,Aria Baku,,,,(051) 778 02 77,,0.0,185,Ayaqqabı,Ayaqqabı,Ayaqqabı,,1,1; 3; 6,,,True,31,False,,3,False,,0,,
6012,Arslan Fitness Mərkəzi,Arslan Fitness Mərkəzi,Arslan Fitness Mərkəzi,,,,(051) 629 11 11,,0.0,206,Digər,Digər,Digər,,1,1,,,True,32,False,,3,False,,0,,
6013,As Men,As Men,As Men,,,,(055) 271 73 75,,0.0,181,Geyim,Geyim,Geyim,,1,1; 3; 6,,,True,33,False,,3,False,,0,,
6014,Asim Telecom,Asim Telecom,Asim Telecom,,,,(055) 842 88 88,,0.0,197,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,,1,1; 3; 6,,,True,34,False,,3,False,,0,,
6016,Asus,Asus,Asus,,,,,,0.0,182,Elektronika,Elektronika,Elektronika,,1,1; 3; 6; 12; 18; 24,,,True,36,True,,3,False,,0,,
6017,Atelier Rebul,Atelier Rebul,Atelier Rebul,,,,,https://mybrands.az/men/clothing-1/united-colors-of-benetton-1,0.0,181,Geyim,Geyim,Geyim,facebook:https://www.facebook.com/BenettonBaku/; instagram:https://www.instagram.com/mybrands.az/?hl=en,1,1; 3; 6,,,True,37,True,,3,False,,0,,
6018,Atəşgah Sığorta,Atəşgah Sığorta,Atəşgah Sığorta,,,,"(012) 489 07 38 , (012) 940",https://ateshgah.com/,0.0,206,Digər,Digər,Digər,facebook:https://facebook.com/ateshgahinsurancegroup/; instagram:https://instagram.com/ateshgah_insurance_group/,2,6,,,True,38,False,,3,False,,0,,
6019,Auto Life,Auto Life,Auto Life,,,,(055) 211 88 01,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,2,1; 3; 6,,,True,39,False,,3,False,,0,,
6020,Auto Service,Auto Service,Auto Service,,,,(050) 672 21 22,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,40,False,,3,False,,0,,
6021,Avangard Avto,Avangard Avto,Avangard Avto,,,,(055) 351 50 10,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6; 12,,,True,41,False,,3,False,,0,,
6022,Avirstore,Avirstore,Avirstore,,,,(055) 450 29 91,,0.0,197,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,Mobil telefon ve aksessuarları,,1,1; 3; 6; 12,,,True,42,False,,3,False,,0,,
6023,Avis,Avis,Avis,,,,"(012) 502 47 17, (051) 302 70 69",https://www.avismed.az/,0.0,193,Aptek və Optika,Aptek və Optika,Aptek və Optika,facebook:https://www.facebook.com/avistibbimarket/; instagram:https://www.instagram.com/avisaptek/?hl=en,1,1,,,True,43,False,,3,False,,0,,
6024,Avto 444,Avto 444,Avto 444,,,,(077) 633 34 43,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,44,False,,3,False,,0,,
6025,Avto Baza,Avto Baza,Avto Baza,,,,(055) 586 58 36,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,45,False,,3,False,,0,,
6026,Avto Cdi,Avto Cdi,Avto Cdi,,,,(012) 561 04 22,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6; 12,,,True,46,False,,3,False,,0,,
6027,Avto Ehtiyat,Avto Ehtiyat,Avto Ehtiyat,,,,(055) 441 65 05,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 2; 6,,,True,47,False,,3,False,,0,,
6028,Avto Market,Avto Market,Avto Market,,,,(070) 395 00 51 ,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,48,False,,3,False,,0,,
