id,name_az,name_en,name_ru,description_az,description_en,description_ru,phone_number,site_url,cashback,category_id,category_az,category_en,category_ru,social_medias,cities_count,taksits,icon_url,logo_url,status,order_number,is_new,at_home,popularity,hidden,insert_date,branches_count,home_no,whatsapp_link
71,İstikbal,İstikbal,İstikbal,,,,(050) 289 56 91,https://istikbal.com.az/,0.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/IstikbalAzerbaijan/?locale=az_AZ; instagram: https://www.instagram.com/istikbal_azerbaijan?igsh=dHhndWtybm5mMnRp,1,1; 3; 6; 9; 12; 18,,,True,665,False,,1,False,,0,,
73,Bellona,Bellona,Bellona,,,,(050) 289 56 93,https://bellona.com.az/,0.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/bellonaazerbaijan/?locale=az_AZ; instagram: https://www.instagram.com/bellona_azerbaijan?igsh=MWltd3RmMnlraGtmYQ==,1,1; 3; 6; 9; 12; 18,,,True,667,False,,1,False,,0,,
78,Fransua,Fransua,Fransua,,,,(055) 534 05 04,,0.0,199,Un məmulatlarının satışı,Un məmulatlarının satışı,Un məmulatlarının satışı,facebook:https://www.facebook.com/Fransuacake/; instagram: https://www.instagram.com/fransua.az?igsh=b3l4eGdpMnR1Ymdl,1,1,,,True,672,False,,1,False,,0,,
80,Kia Motors,Kia Motors,Kia Motors,,,,(050/051/055/070) 303 60 60 ,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1,,,True,674,False,,1,False,,0,,
91,Cook Shop,Cook Shop,Cook Shop,,,,(070) 888 25 25,,5.0,183,Restoran və kafelər,Restoran və kafelər,Restoran və kafelər,facebook:https://www.instagram.com/cookshopbaku?igsh=ZXg3eWpkNzluajdk,1,1,,,True,685,False,,1,False,,0,,
97,Dalğa Beach,Dalğa Beach,Dalğa Beach,,,,(051) 829 58 32 / (051) 829 57 83,,0.0,203,İstirahət və əyləncə,İstirahət və əyləncə,İstirahət və əyləncə,facebook:https://www.facebook.com/DalgaBeachAquaparkResort/?locale=az_AZ; instagram: https://www.instagram.com/dalgabeach.az/,1,1,,,True,691,False,,1,False,,0,,
124,AZAL,AZAL,AZAL,,,,,,0.0,189,Turizm,Turizm,Turizm,,1,1; 3,,,True,696,False,,1,False,,0,,
126,Şassi,Şassi,Şassi,,,,,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6; 9; 12,,,True,698,False,,1,False,,0,,
5989,Accessorize,Accessorize,Accessorize,,,,(050) 275 93 45,https://mybrands.az/women/accessories-bags-1/monsoon-accessorize-1,0.0,187,Saat və aksessuarlar,Saat və aksessuarlar,Saat və aksessuarlar,facebook:https://www.instagram.com/monsoon.accessorize_baku/?hl=en; instagram:https://www.facebook.com/mybrands.az/,1,1; 3; 6,,,True,9,False,,2,False,,0,,
6000,Akabe,Akabe,Akabe,,,,"(012) 1823 , (012) 412 23 00",https://akabe.az/,0.0,195,Təmir və tikinti,Təmir və tikinti,Təmir və tikinti,facebook:https://www.facebook.com/AkabeInshaat/; instagram:https://www.instagram.com/akabe_inshaat/,1,1; 3; 6; 12,,,True,20,False,,2,False,,0,,
6005,Almalı.Az,Almalı.Az,Almalı.Az,,,,"(012) 489 08 88, (055) 561 35 35",https://almali.store/,0.0,182,Elektronika,Elektronika,Elektronika,facebook: https://www.facebook.com/almali.az/?locale=az_AZ; instagram: https://www.instagram.com/almali_az/ ,1,1; 2; 3; 6; 12; 18; 24,,,True,25,False,,2,False,,0,,
6006,Alneo,Alneo,Alneo,,,,(055) 225 09 18,https://www.alneo.az/,0.0,182,Elektronika,Elektronika,Elektronika,facebook:https://www.facebook.com/alneo.az/; instagram:https://www.instagram.com/alneo.az/,3,1; 3; 6; 12,,,True,26,False,,2,False,,0,,
6015,Askona,Askona,Askona,,,,(055) 355 57 77,https://askonalife.az/,0.0,188,Mebel,Mebel,Mebel,facebook:https://www.facebook.com/askona.azerbaijan/; instagram:https://www.instagram.com/askona_az/,3,1; 3; 6; 9; 12; 18,,,True,35,False,,2,False,,0,,
6032,Avtopark Baku,Avtopark Baku,Avtopark Baku,,,,(055) 229 71 71,,0.0,196,"Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis","Avtomobil, ehtiyyat hissələri və servis",,1,1; 3; 6,,,True,52,False,,2,False,,0,,
